Lectura analógica,Tiempo
150.0,998.0
151.0,998.0
157.0,998.0
205.0,998.0
156.0,998.0
158.0,998.0
163.0,998.0
173.0,1019.0
173.0,1019.0
175.0,1019.0
180.0,1019.0
169.0,1019.0
166.0,1019.0
168.0,1019.0
173.0,1019.0
146.0,1019.0
136.0,1019.0
139.0,1019.0
143.0,1019.0
151.0,1019.0
144.0,1019.0
144.0,1019.0
150.0,1019.0
192.0,1019.0
182.0,1019.0
183.0,1019.0
188.0,1019.0
158.0,1019.0
170.0,1019.0
170.0,1019.0
175.0,1019.0
181.0,1019.0
150.0,1019.0
149.0,1019.0
156.0,1019.0
204.0,1019.0
156.0,1019.0
157.0,1019.0
164.0,1019.0
174.0,1042.0
173.0,1042.0
175.0,1042.0
179.0,1042.0
169.0,1042.0
167.0,1042.0
167.0,1042.0
173.0,1042.0
144.0,1042.0
136.0,1042.0
136.0,1042.0
143.0,1042.0
150.0,1042.0
143.0,1042.0
144.0,1042.0
150.0,1042.0
191.0,1042.0
182.0,1042.0
183.0,1042.0
188.0,1042.0
157.0,1042.0
170.0,1042.0
170.0,1042.0
175.0,1042.0
181.0,1042.0
149.0,1042.0
149.0,1042.0
155.0,1042.0
204.0,1042.0
156.0,1042.0
157.0,1042.0
162.0,1042.0
173.0,1064.0
172.0,1064.0
174.0,1064.0
179.0,1064.0
168.0,1064.0
166.0,1064.0
168.0,1064.0
173.0,1064.0
143.0,1064.0
136.0,1064.0
137.0,1064.0
142.0,1064.0
150.0,1064.0
142.0,1064.0
143.0,1064.0
149.0,1064.0
192.0,1064.0
182.0,1064.0
183.0,1064.0
189.0,1064.0
157.0,1064.0
168.0,1064.0
169.0,1064.0
175.0,1064.0
180.0,1064.0
148.0,1064.0
148.0,1064.0
154.0,1064.0
205.0,1064.0
156.0,1064.0
157.0,1064.0
163.0,1064.0
173.0,1086.0
172.0,1086.0
173.0,1086.0
179.0,1086.0
167.0,1086.0
167.0,1086.0
167.0,1086.0
173.0,1086.0
143.0,1086.0
135.0,1086.0
135.0,1086.0
142.0,1086.0
148.0,1086.0
142.0,1086.0
142.0,1086.0
149.0,1086.0
193.0,1086.0
182.0,1086.0
182.0,1086.0
187.0,1086.0
157.0,1086.0
169.0,1086.0
169.0,1086.0
174.0,1086.0
179.0,1086.0
146.0,1086.0
148.0,1086.0
153.0,1086.0
204.0,1086.0
155.0,1086.0
156.0,1086.0
161.0,1086.0
173.0,1108.0
172.0,1108.0
173.0,1108.0
179.0,1108.0
167.0,1108.0
166.0,1108.0
167.0,1108.0
171.0,1108.0
141.0,1108.0
133.0,1108.0
134.0,1108.0
140.0,1108.0
148.0,1108.0
140.0,1108.0
141.0,1108.0
147.0,1108.0
191.0,1108.0
182.0,1108.0
182.0,1108.0
188.0,1108.0
157.0,1108.0
168.0,1108.0
169.0,1108.0
175.0,1108.0
179.0,1108.0
146.0,1108.0
147.0,1108.0
152.0,1108.0
204.0,1108.0
154.0,1108.0
155.0,1108.0
161.0,1108.0
173.0,1131.0
172.0,1131.0
173.0,1131.0
179.0,1131.0
166.0,1131.0
166.0,1131.0
166.0,1131.0
172.0,1131.0
140.0,1131.0
132.0,1131.0
133.0,1131.0
139.0,1131.0
147.0,1131.0
140.0,1131.0
140.0,1131.0
146.0,1131.0
192.0,1131.0
182.0,1131.0
183.0,1131.0
188.0,1131.0
156.0,1131.0
168.0,1131.0
169.0,1131.0
174.0,1131.0
179.0,1131.0
144.0,1131.0
146.0,1131.0
151.0,1131.0
204.0,1131.0
155.0,1131.0
156.0,1131.0
162.0,1131.0
173.0,1153.0
172.0,1153.0
173.0,1153.0
179.0,1153.0
166.0,1153.0
166.0,1153.0
167.0,1153.0
172.0,1153.0
140.0,1153.0
132.0,1153.0
134.0,1153.0
139.0,1153.0
148.0,1153.0
140.0,1153.0
141.0,1153.0
146.0,1153.0
193.0,1153.0
182.0,1153.0
183.0,1153.0
188.0,1153.0
157.0,1153.0
168.0,1153.0
169.0,1153.0
174.0,1153.0
178.0,1153.0
144.0,1153.0
145.0,1153.0
151.0,1153.0
204.0,1153.0
